Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,7,MITSUBISHI,SILVER,Alloy,65067,SPORTS,4415,7950,YES
OTHER,3,SATURN,GREY,NULL,69943,MEDIUM,9477,13381,YES
ADESA,5,DODGE,SILVER,Covers,84855,VAN,3957,7603,NO
MANHEIM,4,DODGE,BLUE,Alloy,59758,MEDIUM,5448,8765,NO
MANHEIM,5,DODGE,SILVER,Covers,62340,'MEDIUM SUV',6807,7852,NO
MANHEIM,6,SATURN,GREY,Alloy,80454,MEDIUM,3288,4051,YES
ADESA,3,CHEVROLET,SILVER,Covers,72914,COMPACT,4596,7853,YES
MANHEIM,7,MITSUBISHI,BLACK,NULL,80235,'MEDIUM SUV',3129,3879,NO
ADESA,4,CHEVROLET,GREY,Covers,79220,VAN,5789,6752,NO
ADESA,3,DODGE,RED,Alloy,79147,'MEDIUM SUV',11601,15226,NO
MANHEIM,6,FORD,WHITE,Alloy,85286,MEDIUM,3008,6342,NO
MANHEIM,5,CHEVROLET,WHITE,Alloy,68335,VAN,6425,7439,YES
ADESA,6,GMC,BLUE,Alloy,76859,'LARGE SUV',9281,10523,YES
ADESA,4,DODGE,GOLD,NULL,77049,'LARGE TRUCK',8141,9292,YES
ADESA,5,HYUNDAI,SILVER,Covers,46615,MEDIUM,3648,6641,NO
MANHEIM,6,CHRYSLER,WHITE,Covers,53145,MEDIUM,3713,7181,YES
MANHEIM,6,CHEVROLET,RED,Covers,84867,MEDIUM,2382,3073,YES
MANHEIM,5,CHEVROLET,GREY,Alloy,80831,'MEDIUM SUV',6517,7538,YES
MANHEIM,6,CHEVROLET,RED,Alloy,78525,'SMALL TRUCK',6130,10043,NO
MANHEIM,7,CHEVROLET,BEIGE,Alloy,77184,MEDIUM,2848,5565,YES
OTHER,8,CHRYSLER,GOLD,Alloy,63163,MEDIUM,2901,5931,YES
MANHEIM,7,NISSAN,BEIGE,Covers,84112,MEDIUM,4312,7405,YES
MANHEIM,8,PONTIAC,WHITE,Alloy,97173,LARGE,3242,6225,NO
OTHER,2,DODGE,SILVER,Covers,88824,MEDIUM,8312,9477,YES
MANHEIM,3,MERCURY,GREY,Alloy,68303,MEDIUM,9552,13436,NO
OTHER,3,CHRYSLER,SILVER,Alloy,65217,MEDIUM,4584,5451,YES
MANHEIM,3,JEEP,SILVER,Alloy,81291,'MEDIUM SUV',11246,12646,YES
MANHEIM,9,FORD,WHITE,Alloy,84779,COMPACT,1882,4580,YES
ADESA,4,CHRYSLER,RED,NULL,50760,MEDIUM,5518,8854,YES
MANHEIM,6,HONDA,RED,Alloy,90213,MEDIUM,6885,10904,NO
MANHEIM,4,CHEVROLET,SILVER,Covers,76178,COMPACT,3986,6873,YES
MANHEIM,6,SUZUKI,GOLD,Covers,79077,MEDIUM,2883,6005,YES
MANHEIM,3,CHEVROLET,GREY,Covers,83109,LARGE,7106,8174,NO
MANHEIM,6,PONTIAC,GOLD,Alloy,63753,LARGE,2790,3513,YES
MANHEIM,4,HYUNDAI,GOLD,Alloy,87732,MEDIUM,6487,10084,NO
MANHEIM,5,MAZDA,GREY,Alloy,87927,MEDIUM,5956,9658,NO
MANHEIM,4,PONTIAC,GREY,Alloy,82421,MEDIUM,6483,7502,YES
ADESA,2,DODGE,BLUE,Alloy,68400,SPECIALTY,12380,16161,NO
MANHEIM,8,CHRYSLER,PURPLE,Covers,40641,MEDIUM,2865,5315,YES
OTHER,4,KIA,BLUE,NULL,76898,MEDIUM,0,0,YES
OTHER,4,HYUNDAI,RED,NULL,55195,COMPACT,3257,4018,YES
ADESA,5,FORD,SILVER,Covers,59652,'MEDIUM SUV',5005,5905,YES
ADESA,5,FORD,GREY,NULL,76010,'LARGE SUV',8424,13096,YES
OTHER,8,DODGE,MAROON,NULL,87455,VAN,2636,3347,YES
MANHEIM,4,CHEVROLET,MAROON,Alloy,45717,MEDIUM,5360,9585,NO
OTHER,5,CHRYSLER,BLACK,Special,88382,MEDIUM,3240,6804,NO
MANHEIM,3,FORD,BLACK,Alloy,75795,MEDIUM,9923,11217,YES
MANHEIM,6,FORD,BLUE,Alloy,83898,'MEDIUM SUV',4905,8436,YES
MANHEIM,3,CHRYSLER,BLACK,Alloy,68888,MEDIUM,5378,9136,NO
MANHEIM,3,CHEVROLET,WHITE,Alloy,62387,MEDIUM,6311,7316,NO
OTHER,5,FORD,GOLD,Alloy,81218,MEDIUM,3046,3790,NO
MANHEIM,6,MAZDA,RED,Alloy,84429,'SMALL SUV',4883,5774,NO
ADESA,3,CHEVROLET,SILVER,NULL,83585,'MEDIUM SUV',9239,13976,YES
ADESA,4,CHEVROLET,SILVER,Alloy,79382,LARGE,5669,9193,NO
MANHEIM,6,NISSAN,WHITE,Covers,50721,COMPACT,4137,7330,YES
OTHER,6,FORD,BLUE,Covers,89204,VAN,4269,7464,YES
MANHEIM,4,FORD,RED,Special,58799,LARGE,7789,8912,YES
MANHEIM,8,FORD,GREEN,Alloy,75882,MEDIUM,2735,5101,YES
OTHER,4,CHEVROLET,BLUE,Covers,87280,VAN,5899,6871,NO
OTHER,4,CHEVROLET,WHITE,Covers,53704,LARGE,6292,9784,YES
MANHEIM,4,CHEVROLET,GOLD,Alloy,89794,MEDIUM,3402,4174,NO
MANHEIM,4,MAZDA,RED,Alloy,49250,MEDIUM,8339,11724,NO
MANHEIM,2,DODGE,SILVER,Covers,85557,SPECIALTY,9780,11062,YES
OTHER,1,CHRYSLER,BLACK,Covers,50233,MEDIUM,7960,9097,NO
MANHEIM,2,DODGE,SILVER,Covers,57495,SPECIALTY,10545,11889,YES
OTHER,5,PONTIAC,SILVER,Alloy,85673,LARGE,3992,7542,YES
MANHEIM,4,CHEVROLET,SILVER,Alloy,87168,COMPACT,4761,8167,YES
ADESA,5,MITSUBISHI,WHITE,NULL,89488,CROSSOVER,5780,9054,YES
ADESA,5,SATURN,BLUE,Alloy,74986,'MEDIUM SUV',3737,4536,NO
MANHEIM,5,CHRYSLER,BLUE,Alloy,62860,CROSSOVER,7670,8784,YES
MANHEIM,2,FORD,BLACK,Alloy,78621,COMPACT,7207,8284,YES
OTHER,4,CHEVROLET,SILVER,Alloy,78846,LARGE,5321,6247,NO
MANHEIM,4,NISSAN,SILVER,Alloy,73842,'MEDIUM SUV',12484,13983,YES
ADESA,4,SATURN,GREEN,Alloy,80537,MEDIUM,6241,9698,YES
MANHEIM,3,CHRYSLER,GREY,Covers,58723,MEDIUM,5458,6395,NO
OTHER,3,PONTIAC,GREY,Alloy,71106,MEDIUM,8788,12108,NO
OTHER,2,DODGE,GOLD,Covers,45344,MEDIUM,7964,11861,NO
OTHER,4,CHEVROLET,RED,Alloy,74149,LARGE,7440,10382,YES
MANHEIM,2,DODGE,BLACK,Alloy,82674,VAN,10697,14943,NO
ADESA,7,FORD,BLACK,Alloy,93667,COMPACT,2816,3541,NO
MANHEIM,3,CHEVROLET,BLUE,Alloy,60836,MEDIUM,6408,7421,NO
MANHEIM,5,FORD,WHITE,Alloy,76082,'MEDIUM SUV',7364,8453,YES
MANHEIM,4,PONTIAC,BLACK,Alloy,70940,MEDIUM,5660,9061,YES
OTHER,8,DODGE,BLACK,Covers,52058,COMPACT,1937,4467,NO
MANHEIM,2,CHEVROLET,GREY,Covers,80453,LARGE,8055,11766,NO
MANHEIM,5,CHRYSLER,BEIGE,Alloy,66812,CROSSOVER,6337,7344,NO
MANHEIM,4,DODGE,GOLD,Alloy,83352,VAN,6337,7344,YES
MANHEIM,5,DODGE,SILVER,Covers,87418,VAN,4939,8300,YES
MANHEIM,7,FORD,WHITE,Alloy,78356,MEDIUM,2140,2811,YES
OTHER,9,MERCURY,WHITE,Covers,77789,LARGE,3237,5691,YES
ADESA,3,SUZUKI,WHITE,NULL,56856,MEDIUM,3996,4816,YES
ADESA,3,SUZUKI,RED,Alloy,60390,MEDIUM,3996,4816,NO
ADESA,3,CHEVROLET,BLUE,Covers,45962,COMPACT,4960,8201,NO
ADESA,6,PONTIAC,SILVER,Alloy,80641,VAN,3616,4405,NO
OTHER,5,DODGE,BLUE,Covers,69334,MEDIUM,4537,5400,NO
MANHEIM,9,TOYOTA,WHITE,Alloy,84444,'SMALL SUV',5874,8325,NO
MANHEIM,6,CHEVROLET,SILVER,Alloy,78609,MEDIUM,4076,7526,YES
OTHER,7,DODGE,WHITE,Alloy,85905,'LARGE TRUCK',8337,11968,NO
MANHEIM,4,JEEP,WHITE,Special,87317,'MEDIUM SUV',9244,10484,NO
MANHEIM,3,DODGE,BEIGE,Covers,79947,MEDIUM,6631,10097,NO
MANHEIM,6,HYUNDAI,BLUE,Alloy,72155,'MEDIUM SUV',4268,7857,NO
ADESA,4,FORD,RED,Alloy,88467,CROSSOVER,7548,12337,NO
MANHEIM,7,CHEVROLET,GREEN,Alloy,89629,'MEDIUM SUV',5008,8484,NO
MANHEIM,3,CHEVROLET,SILVER,Alloy,80735,LARGE,7512,11176,NO
OTHER,6,HYUNDAI,GOLD,Alloy,68835,'MEDIUM SUV',5771,8804,NO
MANHEIM,3,CHEVROLET,MAROON,Alloy,84313,VAN,8050,9194,NO
ADESA,5,CHEVROLET,WHITE,Covers,72483,LARGE,3867,7223,YES
MANHEIM,7,CHEVROLET,WHITE,Covers,78255,MEDIUM,2109,2778,NO
MANHEIM,5,DODGE,GOLD,Covers,82482,MEDIUM,2948,3684,YES
MANHEIM,5,CHEVROLET,GOLD,Covers,48930,COMPACT,4145,7207,NO
MANHEIM,3,CHRYSLER,SILVER,Covers,69246,MEDIUM,6906,10328,NO
MANHEIM,6,FORD,SILVER,Alloy,77419,COMPACT,3021,3763,NO
MANHEIM,2,DODGE,MAROON,Covers,69089,MEDIUM,8101,12140,NO
OTHER,7,MAZDA,WHITE,Alloy,58450,MEDIUM,2885,3616,NO
MANHEIM,5,DODGE,RED,Alloy,77795,'SMALL TRUCK',3715,4512,NO
ADESA,6,SUZUKI,RED,Covers,88526,MEDIUM,2340,5201,YES
ADESA,4,CHRYSLER,BLUE,NULL,59915,VAN,5333,9129,YES
OTHER,4,CHRYSLER,BLUE,NULL,83903,MEDIUM,4931,8490,YES
MANHEIM,3,DODGE,WHITE,Covers,85681,MEDIUM,7237,11012,YES
MANHEIM,2,BUICK,BLUE,Alloy,77221,LARGE,11634,13065,NO
OTHER,5,FORD,MAROON,NULL,75716,'LARGE TRUCK',9889,14343,YES
OTHER,2,SUZUKI,RED,Covers,44087,MEDIUM,6591,10064,NO
ADESA,4,MAZDA,RED,NULL,64896,MEDIUM,7054,10989,YES
MANHEIM,3,CHRYSLER,BLUE,Covers,65824,SPECIALTY,9459,10716,NO
OTHER,5,PONTIAC,BLUE,Alloy,69280,MEDIUM,5478,7892,NO
MANHEIM,3,CHEVROLET,SILVER,Covers,88324,MEDIUM,7480,10841,NO
MANHEIM,6,FORD,GOLD,Alloy,83291,'MEDIUM SUV',3551,4335,NO
ADESA,8,JEEP,GREY,NULL,78987,'MEDIUM SUV',4155,6973,YES
ADESA,3,DODGE,SILVER,NULL,71313,MEDIUM,4489,5348,YES
MANHEIM,8,SATURN,SILVER,Covers,86478,COMPACT,2186,2861,YES
MANHEIM,6,GMC,WHITE,Alloy,73916,'MEDIUM SUV',5980,6958,NO
OTHER,3,CHRYSLER,WHITE,Alloy,79015,VAN,7441,8536,NO
ADESA,3,LEXUS,BLACK,Alloy,47861,'MEDIUM SUV',19480,21538,YES
MANHEIM,9,CHEVROLET,RED,Alloy,55547,'SMALL SUV',2306,4667,YES
MANHEIM,4,CHRYSLER,WHITE,Covers,42280,MEDIUM,4243,5082,NO
ADESA,5,PONTIAC,GOLD,Alloy,87118,LARGE,4713,8065,NO
OTHER,3,PONTIAC,WHITE,Covers,62292,MEDIUM,7474,8572,NO
OTHER,5,SATURN,MAROON,Covers,76744,MEDIUM,3993,4812,NO
MANHEIM,3,CHEVROLET,WHITE,Covers,81513,LARGE,7922,11872,NO
MANHEIM,4,CHEVROLET,BLUE,Covers,57128,COMPACT,4573,8371,NO
ADESA,4,DODGE,WHITE,NULL,70612,VAN,3767,4568,YES
MANHEIM,3,FORD,GOLD,Covers,77374,MEDIUM,5343,9170,NO
MANHEIM,4,DODGE,SILVER,Alloy,79655,'MEDIUM SUV',9411,10664,NO
MANHEIM,4,HYUNDAI,GOLD,Covers,75247,MEDIUM,3816,4621,YES
ADESA,1,CHEVROLET,SILVER,Covers,68654,MEDIUM,8020,11714,NO
ADESA,3,CHEVROLET,RED,Covers,47740,MEDIUM,6855,7903,NO
OTHER,6,CHRYSLER,PURPLE,NULL,96032,MEDIUM,3369,6148,YES
MANHEIM,4,DODGE,BEIGE,Alloy,78436,'MEDIUM SUV',8840,10047,NO
ADESA,4,DODGE,BLUE,Covers,41017,VAN,4336,5183,YES
MANHEIM,4,CHRYSLER,BLUE,Alloy,86042,MEDIUM,3874,4684,YES
MANHEIM,3,CHRYSLER,GREY,Covers,63595,SPECIALTY,9459,10716,YES
ADESA,3,DODGE,WHITE,Alloy,81748,MEDIUM,4634,7644,NO
MANHEIM,5,DODGE,SILVER,Covers,94547,COMPACT,2225,2903,YES
MANHEIM,2,DODGE,RED,Covers,73728,VAN,8551,9735,NO
ADESA,8,FORD,GOLD,Alloy,82944,VAN,1805,4318,YES
OTHER,4,HYUNDAI,GREY,Alloy,78441,MEDIUM,6147,9803,NO
OTHER,7,HYUNDAI,SILVER,Alloy,64000,'MEDIUM SUV',3578,4364,YES
MANHEIM,5,NISSAN,WHITE,Alloy,75365,LARGE,8208,9365,YES
MANHEIM,3,HONDA,SILVER,Covers,70986,MEDIUM,9419,13158,NO
ADESA,4,CHRYSLER,GREY,Alloy,78917,CROSSOVER,6466,7483,YES
ADESA,5,MINI,WHITE,Alloy,70100,COMPACT,8388,9559,YES
OTHER,3,FORD,BLACK,Covers,61372,COMPACT,5464,8901,NO
MANHEIM,5,CHRYSLER,RED,Alloy,77614,MEDIUM,4750,5630,NO
MANHEIM,7,ACURA,BLUE,Alloy,54868,SPECIALTY,5818,8940,YES
MANHEIM,2,KIA,BLACK,Alloy,32089,MEDIUM,8002,11399,NO
MANHEIM,5,SATURN,GREY,Alloy,69256,MEDIUM,4056,7319,YES
MANHEIM,4,FORD,BLUE,Alloy,84066,CROSSOVER,8011,12101,YES
MANHEIM,6,CHRYSLER,RED,Alloy,59958,CROSSOVER,6680,9501,NO
MANHEIM,4,FORD,GREEN,Covers,44890,MEDIUM,3911,4724,NO
MANHEIM,7,CHEVROLET,RED,Alloy,61593,LARGE,2924,6062,YES
ADESA,4,NISSAN,GREY,Covers,96707,COMPACT,4998,8447,NO
MANHEIM,5,NISSAN,RED,Alloy,90470,COMPACT,4177,8235,NO
OTHER,4,FORD,WHITE,Alloy,65831,SPORTS,8877,10087,NO
ADESA,6,KIA,SILVER,Alloy,54498,MEDIUM,3718,6553,NO
ADESA,5,FORD,WHITE,Covers,30782,COMPACT,3463,4240,NO
MANHEIM,3,KIA,BLUE,Covers,66138,MEDIUM,5912,9420,NO
ADESA,4,CHRYSLER,WHITE,Alloy,60585,MEDIUM,2206,2882,NO
ADESA,4,KIA,GOLD,Covers,70710,MEDIUM,3832,6924,NO
OTHER,3,FORD,RED,Alloy,78462,LARGE,6266,7267,NO
MANHEIM,8,MERCURY,GOLD,Alloy,69897,MEDIUM,1871,4393,NO
MANHEIM,7,PONTIAC,WHITE,Alloy,59234,LARGE,3552,4336,NO
OTHER,7,FORD,WHITE,Alloy,51556,SPORTS,5419,8921,NO
OTHER,4,FORD,SILVER,NULL,72076,COMPACT,4411,8377,YES
MANHEIM,4,FORD,SILVER,Alloy,75983,VAN,4605,5473,NO
ADESA,2,CHEVROLET,GREY,Alloy,81858,VAN,0,0,YES
OTHER,4,CHEVROLET,BLUE,Alloy,76934,LARGE,6439,9786,NO
MANHEIM,8,PONTIAC,MAROON,Alloy,90757,LARGE,2018,4795,NO
MANHEIM,2,CHEVROLET,GREY,Covers,79716,LARGE,7644,8756,YES
MANHEIM,8,MERCURY,BLUE,Alloy,39509,MEDIUM,2764,5283,YES
ADESA,4,MITSUBISHI,BLACK,Alloy,88064,COMPACT,7524,11062,YES
MANHEIM,4,KIA,BLUE,Covers,49400,MEDIUM,5353,8531,NO
MANHEIM,4,FORD,SILVER,Alloy,70761,LARGE,7155,8227,NO
MANHEIM,7,FORD,GREY,Covers,54777,COMPACT,1835,2482,YES
MANHEIM,5,DODGE,WHITE,Alloy,83346,MEDIUM,3181,6528,YES
MANHEIM,4,CHEVROLET,RED,Covers,58602,COMPACT,4735,8378,YES
MANHEIM,5,CHRYSLER,BLUE,Alloy,68014,CROSSOVER,7217,11110,YES
OTHER,1,DODGE,BLACK,Covers,45959,MEDIUM,7245,8325,NO
MANHEIM,4,PONTIAC,SILVER,Alloy,75159,VAN,6500,7520,NO
MANHEIM,5,GMC,GREY,Alloy,73290,'MEDIUM SUV',6674,7708,YES
ADESA,7,CHEVROLET,SILVER,Alloy,98913,'LARGE TRUCK',7101,10877,NO
ADESA,3,HYUNDAI,GREY,Covers,65730,COMPACT,5067,8670,NO
MANHEIM,3,PONTIAC,BLUE,Covers,55731,MEDIUM,7322,8408,NO
ADESA,3,CHEVROLET,GOLD,Covers,57562,MEDIUM,6142,7133,YES
ADESA,2,DODGE,SILVER,Covers,56559,MEDIUM,8143,11384,NO
MANHEIM,5,PONTIAC,BROWN,Covers,73455,COMPACT,3466,4243,NO
OTHER,8,DODGE,GOLD,Alloy,73437,'MEDIUM SUV',3588,4375,NO
MANHEIM,7,CHRYSLER,BLUE,Covers,88062,MEDIUM,2847,5896,YES
MANHEIM,7,FORD,GREY,Alloy,77566,COMPACT,2337,3024,YES
MANHEIM,4,DODGE,WHITE,Alloy,70218,'MEDIUM SUV',9986,14394,YES
MANHEIM,5,DODGE,SILVER,Covers,42104,MEDIUM,2418,6124,NO
MANHEIM,3,CHEVROLET,GOLD,Covers,74537,MEDIUM,6662,10285,NO
MANHEIM,5,PONTIAC,WHITE,Alloy,72961,MEDIUM,4272,7463,NO
OTHER,6,FORD,SILVER,NULL,77357,COMPACT,2889,3620,YES
OTHER,4,DODGE,SILVER,Covers,89090,VAN,4988,7573,NO
OTHER,6,FORD,WHITE,Alloy,68806,VAN,3204,3960,YES
OTHER,2,DODGE,BLACK,NULL,48134,MEDIUM,7811,11114,YES
OTHER,5,FORD,GOLD,NULL,86448,COMPACT,3538,6566,YES
OTHER,4,CHRYSLER,SILVER,NULL,74201,MEDIUM,4211,7795,YES
MANHEIM,7,TOYOTA,WHITE,Alloy,90559,'SMALL SUV',7678,11066,YES
MANHEIM,3,NISSAN,GREY,Covers,72959,COMPACT,7317,11126,YES
MANHEIM,4,HYUNDAI,WHITE,NULL,79609,MEDIUM,5019,8376,NO
MANHEIM,6,KIA,SILVER,Covers,50880,COMPACT,2221,4648,YES
MANHEIM,3,PONTIAC,SILVER,Covers,59210,LARGE,6892,7943,NO
MANHEIM,6,HONDA,GREY,Alloy,66173,COMPACT,0,0,YES
ADESA,5,FORD,BLACK,NULL,73584,'MEDIUM SUV',6812,7857,YES
MANHEIM,9,FORD,WHITE,Covers,61491,'LARGE TRUCK',3371,6627,NO
MANHEIM,6,CHEVROLET,BEIGE,Covers,89726,MEDIUM,2265,5439,YES
OTHER,2,DODGE,BEIGE,Alloy,52064,MEDIUM,7048,11006,NO
MANHEIM,3,CHEVROLET,SILVER,Alloy,63848,LARGE,7692,11760,NO
ADESA,6,DODGE,BLUE,NULL,90146,'LARGE TRUCK',5631,6581,YES
ADESA,4,KIA,SILVER,NULL,57014,'MEDIUM SUV',6909,10838,NO
OTHER,6,CHEVROLET,BLUE,Alloy,57347,VAN,3759,8888,NO
MANHEIM,5,DODGE,BLACK,Covers,56623,'MEDIUM SUV',7723,11666,NO
OTHER,8,DODGE,RED,Covers,95240,'LARGE TRUCK',6568,10297,YES
MANHEIM,6,CHEVROLET,BLACK,Alloy,82306,'LARGE SUV',8778,12446,NO
ADESA,5,FORD,BROWN,Alloy,95405,'LARGE TRUCK',9654,14130,NO
MANHEIM,5,FORD,GREEN,Alloy,80143,COMPACT,3547,4331,YES
OTHER,3,CHEVROLET,SILVER,Covers,62478,LARGE,7546,8650,NO
MANHEIM,3,CHEVROLET,BLACK,Alloy,67832,'MEDIUM SUV',7481,8579,YES
MANHEIM,8,GMC,GREY,Alloy,63565,'MEDIUM SUV',5350,8538,NO
MANHEIM,5,HYUNDAI,SILVER,Covers,83712,COMPACT,3010,6011,NO
MANHEIM,5,CHEVROLET,RED,Covers,78655,COMPACT,2978,3716,YES
MANHEIM,4,DODGE,RED,Alloy,64060,'LARGE TRUCK',9176,10410,NO
OTHER,8,CHEVROLET,BLACK,Alloy,81152,'SMALL SUV',2638,3349,YES
MANHEIM,6,DODGE,GOLD,Alloy,91441,'LARGE TRUCK',7573,8679,NO
MANHEIM,5,MAZDA,GOLD,Alloy,55877,MEDIUM,6132,7123,NO
OTHER,5,CHEVROLET,WHITE,Covers,85033,COMPACT,2736,3455,NO
MANHEIM,6,DODGE,GREY,Covers,69440,'MEDIUM SUV',6923,10909,NO
MANHEIM,3,DODGE,BLUE,Alloy,62314,'MEDIUM SUV',10542,11885,NO
MANHEIM,3,CHRYSLER,GREY,Alloy,70728,MEDIUM,9238,12599,NO
MANHEIM,6,FORD,BLUE,Alloy,91653,'LARGE TRUCK',7790,12758,YES
ADESA,3,CHRYSLER,BLACK,Alloy,72410,CROSSOVER,10776,12138,NO
OTHER,3,FORD,BEIGE,NULL,61583,COMPACT,4364,5213,YES
MANHEIM,4,FORD,MAROON,Covers,90101,MEDIUM,4031,7982,NO
ADESA,4,MERCURY,SILVER,Alloy,85888,'SMALL SUV',7520,8622,NO
ADESA,3,SUZUKI,SILVER,NULL,74382,MEDIUM,3905,4717,YES
MANHEIM,2,CHEVROLET,GREY,Covers,70273,LARGE,8193,12438,NO
OTHER,3,PONTIAC,RED,Alloy,81253,LARGE,8383,12124,NO
MANHEIM,5,FORD,WHITE,NULL,84419,LARGE,6668,10358,YES
MANHEIM,6,FORD,BLUE,Covers,88415,'SMALL TRUCK',3867,4676,YES
MANHEIM,8,CHEVROLET,GREY,Alloy,85008,LARGE,4228,6651,YES
OTHER,1,MAZDA,BLACK,Alloy,54941,MEDIUM,10221,11539,NO
OTHER,1,CHRYSLER,SILVER,Covers,37933,MEDIUM,7112,10645,NO
MANHEIM,4,CHEVROLET,BLACK,Covers,102028,COMPACT,4508,7631,NO
MANHEIM,6,DODGE,RED,Alloy,83847,'LARGE TRUCK',5620,6570,NO
MANHEIM,6,HONDA,BLUE,Alloy,86962,MEDIUM,7006,10002,YES
MANHEIM,4,PONTIAC,BLACK,Covers,66859,MEDIUM,5677,9062,YES
OTHER,3,CHRYSLER,BLUE,Covers,69485,MEDIUM,6212,9546,NO
MANHEIM,2,CHRYSLER,SILVER,Covers,51883,MEDIUM,6437,7452,YES
MANHEIM,3,MERCURY,GREY,Alloy,89386,'SMALL SUV',11611,13040,NO
MANHEIM,9,CHEVROLET,BLUE,Alloy,62921,LARGE,4192,7732,YES
MANHEIM,4,HYUNDAI,WHITE,Alloy,78964,MEDIUM,6186,9928,NO
MANHEIM,9,LINCOLN,SILVER,Alloy,95027,LARGE,2368,5409,NO
OTHER,7,MITSUBISHI,GOLD,Alloy,86505,'MEDIUM SUV',2907,3640,YES
ADESA,5,CHEVROLET,WHITE,NULL,94640,'LARGE TRUCK',4909,9335,YES
ADESA,7,FORD,BLUE,Covers,63709,'SMALL SUV',3337,6380,YES
ADESA,3,FORD,SILVER,Covers,47604,MEDIUM,4597,5465,NO
MANHEIM,4,FORD,SILVER,Covers,80775,MEDIUM,4604,7878,NO
MANHEIM,4,DODGE,WHITE,Alloy,72363,MEDIUM,4240,7653,YES
OTHER,6,FORD,BLUE,NULL,82406,'MEDIUM SUV',6708,10979,YES
MANHEIM,4,CHRYSLER,RED,Alloy,51813,MEDIUM,6270,10197,NO
OTHER,4,CHEVROLET,BLUE,NULL,41534,COMPACT,4588,7301,YES
MANHEIM,8,CHRYSLER,GREY,Alloy,102257,MEDIUM,3108,6119,YES
OTHER,1,CHRYSLER,WHITE,Covers,54825,MEDIUM,7684,11270,NO
MANHEIM,4,KIA,SILVER,Alloy,68007,'MEDIUM SUV',6387,7398,YES
ADESA,5,PONTIAC,RED,Alloy,76909,LARGE,5157,8084,NO
MANHEIM,4,PONTIAC,MAROON,Covers,90267,MEDIUM,4013,4834,NO
MANHEIM,3,CHEVROLET,BLUE,Alloy,77000,VAN,6448,10412,NO
ADESA,5,CHEVROLET,GOLD,Alloy,79934,LARGE,3847,4655,YES
MANHEIM,3,CHEVROLET,WHITE,Covers,60809,LARGE,8051,11434,YES
MANHEIM,3,NISSAN,GREEN,Alloy,73026,COMPACT,7042,10609,YES
ADESA,6,PONTIAC,GOLD,NULL,98637,VAN,3407,4180,YES
MANHEIM,8,CHRYSLER,PURPLE,NULL,89348,MEDIUM,2561,3266,NO
OTHER,4,NISSAN,WHITE,NULL,73045,COMPACT,5141,8632,YES
ADESA,4,SUZUKI,SILVER,Covers,68432,MEDIUM,3793,7265,NO
MANHEIM,2,FORD,BLACK,NULL,86729,MEDIUM,12281,15559,YES
OTHER,5,CHEVROLET,GREY,Alloy,90669,MEDIUM,4219,5057,NO
OTHER,4,DODGE,BLUE,Covers,32523,'LARGE TRUCK',9572,14355,NO
MANHEIM,5,FORD,GREEN,Covers,95771,MEDIUM,4681,8128,NO
ADESA,3,CHEVROLET,BLACK,Alloy,86459,'SMALL TRUCK',12980,16465,NO
ADESA,3,FORD,WHITE,Covers,89120,MEDIUM,5931,9249,NO
OTHER,4,CHEVROLET,SILVER,Alloy,68205,MEDIUM,4352,5200,NO
MANHEIM,3,CHEVROLET,BLUE,Covers,63157,COMPACT,5145,6057,NO
OTHER,4,SUZUKI,BLACK,Covers,56192,MEDIUM,3834,7271,NO
ADESA,5,FORD,GREY,Alloy,76410,VAN,3824,4630,NO
OTHER,2,NISSAN,WHITE,NULL,80217,COMPACT,8258,13081,YES
OTHER,5,FORD,SILVER,Alloy,79350,COMPACT,4322,7568,NO
MANHEIM,8,CHEVROLET,SILVER,Covers,28746,VAN,3311,6216,YES
ADESA,3,KIA,BLACK,NULL,59826,MEDIUM,5621,8820,YES
OTHER,8,CHEVROLET,SILVER,Alloy,71061,LARGE,3630,6650,NO
MANHEIM,6,SATURN,BLACK,Alloy,66214,'MEDIUM SUV',4526,7510,NO
MANHEIM,5,CHEVROLET,BLUE,Alloy,80184,VAN,6154,9980,NO
MANHEIM,6,HONDA,BLUE,Alloy,87032,MEDIUM,7224,8302,NO
MANHEIM,6,CHRYSLER,SILVER,Alloy,71233,MEDIUM,3057,6271,YES
OTHER,3,DODGE,BLUE,Covers,33698,MEDIUM,5472,6410,NO
MANHEIM,6,CHEVROLET,WHITE,Covers,69499,VAN,3646,4438,NO
ADESA,4,CHEVROLET,GOLD,NULL,65894,MEDIUM,4950,5846,YES
MANHEIM,2,DODGE,GREY,Covers,59628,MEDIUM,7953,11495,NO
OTHER,4,CHEVROLET,RED,Covers,87820,MEDIUM,7184,10452,NO
MANHEIM,7,FORD,BEIGE,Alloy,76718,MEDIUM,2126,2796,YES
OTHER,5,FORD,BLUE,NULL,44380,'SMALL SUV',6432,9964,YES
MANHEIM,5,TOYOTA,SILVER,Covers,58171,MEDIUM,7064,10771,NO
MANHEIM,3,FORD,MAROON,Alloy,77422,LARGE,6266,7267,NO
MANHEIM,7,FORD,BLUE,Alloy,83427,'LARGE SUV',6212,9665,YES
MANHEIM,6,DODGE,SILVER,Alloy,73488,MEDIUM,3255,5923,NO
OTHER,5,CHEVROLET,GOLD,Covers,77094,COMPACT,2558,3263,YES
